30.05.15,2nd round,female,Yung-Jan Chan/Jie Zheng,Annika Beck/Shahar Peer,"6-3, 6-2",Paris,Clay,41/50 (82%),39/53 (74%),22/41 (54%),15/39 (38%),4/9 (44%),2/14 (14%),8/10 (80%),4/7 (57%),36/53 (68%),24/50 (48%),62/103 (60%),41/103 (40%),0,3,0,1,Taipei (CHN),"17.08.89, 25 years",-,-,-,-,-,-,-,China,"05.07.83, 31 years",164 cm,57 kg,2003,-,-,-,-,Germany,"16.02.94, 21 years",-,-,-,-,-,-,-,Izrael,"01.05.87, 28 years",170 cm,60 kg,2004,Right-handed,-,-,-
26.05.15,1st round,female,Silvia Soler-Espinosa,Pauline Parmentier,"6-4, 6-3",Paris,Clay,45/68 (66%),33/49 (67%),28/45 (62%),20/33 (61%),14/23 (61%),7/16 (44%),4/8 (50%),2/4 (50%),22/49 (45%),26/68 (38%),64/117 (55%),53/117 (45%),3,2,0,3,Spain,"19.11.87, 27 years",-,-,-,-,97,625,1.396.983 $,France,"31.01.86, 29 years",175 cm,65 kg,-,-,95,640,1.754.226 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,female,Serena Williams,Anna-Lena Friedsam,"5-7, 6-3, 6-3",Paris,Clay,66/104 (63%),57/95 (60%),45/66 (68%),33/57 (58%),18/38 (47%),19/38 (50%),6/8 (75%),4/15 (27%),43/95 (45%),41/104 (39%),106/199 (53%),93/199 (47%),8,7,9,4,USA,"26.09.81, 33 years",175 cm,61 kg,1995,Right-handed,1,9361,63.500.779 $,Germany,"01.02.94, 21 years",-,-,-,-,105,573,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,female,Ana Ivanovic,Misaki Doi,"3-6, 6-3, 6-4",Paris,Clay,43/83 (52%),82/117 (70%),33/43 (77%),51/82 (62%),18/40 (45%),15/35 (43%),5/21 (24%),4/6 (67%),51/117 (44%),32/83 (39%),102/200 (51%),98/200 (49%),6,1,10,2,Serbia,"06.11.87, 27 years",183 cm,73 kg,2003,Right-handed,7,3655,13.095.256 $,Japan,"29.04.91, 24 years",-,-,-,-,103,576,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30.05.15,2nd round,female,Michaella Krajicek/Barbora Strycova,Kimiko Date-Krumm/Francesca Schiavone,"7-65, 6-1",Paris,Clay,55/82 (67%),42/63 (67%),38/55 (69%),23/42 (55%),11/27 (41%),10/21 (48%),4/7 (57%),2/8 (25%),30/63 (48%),33/82 (40%),79/145 (54%),66/145 (46%),4,2,2,0,Holland,"09.01.89, 26 years",177 cm,68 kg,2003,Right-handed,-,-,-,Czech Republic,"28.03.86, 29 years",164 cm,60 kg,-,Right-handed,-,-,-,Japan,"28.09.70, 44 years",-,-,-,-,-,-,-,Italy,"23.06.80, 34 years",166 cm,64 kg,1998,Right-handed,-,-,-
02.06.15,1/4,female,Casey Dellacqua/Yaroslava Shvedova,Michaella Krajicek/Barbora Strycova,"6-3, 7-5",Paris,Clay,41/65 (63%),40/59 (68%),31/41 (76%),23/40 (58%),11/24 (46%),8/19 (42%),4/9 (44%),2/5 (40%),28/59 (47%),23/65 (35%),70/124 (56%),54/124 (44%),3,4,0,2,Australia,"11.02.85, 30 years",-,-,-,-,-,-,-,Kazakhstan,"12.09.87, 27 years",181 cm,67 kg,-,Right-handed,-,-,-,Holland,"09.01.89, 26 years",177 cm,68 kg,2003,Right-handed,-,-,-,Czech Republic,"28.03.86, 29 years",164 cm,60 kg,-,Right-handed,-,-,-
20.05.15,q 1,female,Maria Sanchez,Risa Ozaki,"6-1, 6-1",Paris,Clay,26/43 (60%),32/49 (65%),20/26 (77%),14/32 (44%),10/17 (59%),8/17 (47%),5/11 (45%),0/1 (0%),27/49 (55%),13/43 (30%),57/92 (62%),35/92 (38%),2,2,2,0,USA,"26.11.89, 25 years",-,-,-,-,192,275,-,Japan,"10.04.94, 21 years",-,-,-,-,168,305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,female,Sorana Cirstea,Mariana Duque-Marino,"7-5, 2-6, 6-3",Paris,Clay,60/94 (64%),52/87 (60%),34/60 (57%),32/52 (62%),15/34 (44%),18/35 (51%),6/13 (46%),6/14 (43%),37/87 (43%),45/94 (48%),86/181 (48%),95/181 (52%),6,3,1,1,Romania,"07.04.90, 25 years",-,-,-,-,144,371,2.982.378 $,Colombia,"12.08.89, 25 years",169 cm,58 kg,-,Right-handed,104,576,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,female,Ana Ivanovic,Yaroslava Shvedova,"4-6, 6-2, 6-0",Paris,Clay,42/70 (60%),61/86 (71%),32/42 (76%),34/61 (56%),13/28 (46%),11/25 (44%),6/12 (50%),2/4 (50%),41/86 (48%),25/70 (36%),86/156 (55%),70/156 (45%),5,4,5,3,Serbia,"06.11.87, 27 years",183 cm,73 kg,2003,Right-handed,7,3655,13.095.256 $,Kazakhstan,"12.09.87, 27 years",181 cm,67 kg,-,Right-handed,69,826,3.859.041 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,female,Teliana Pereira,Fiona Ferro,"6-3, 6-2",Paris,Clay,36/43 (84%),41/55 (75%),26/36 (72%),22/41 (54%),4/7 (57%),5/14 (36%),5/5 (100%),1/1 (100%),28/55 (51%),13/43 (30%),58/98 (59%),40/98 (41%),1,1,1,0,Brazil,"20.07.88, 26 years",-,-,-,-,76,745,-,France,"12.03.97, 18 years",-,-,-,-,325,114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22.05.15,qual.,female,Lourdes Dominguez-Lino,Shahar Peer,"6-2, 6-2",Paris,Clay,40/60 (67%),28/51 (55%),29/40 (73%),14/28 (50%),12/20 (60%),12/23 (52%),4/7 (57%),0/6 (0%),25/51 (49%),19/60 (32%),66/111 (59%),45/111 (41%),1,1,1,0,Spain,"31.03.81, 34 years",163 cm,60 kg,-,Right-handed,114,509,2.136.453 $,Izrael,"01.05.87, 28 years",170 cm,60 kg,2004,Right-handed,119,472,5.011.630 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,female,Camila Giorgi,Tatjana Maria,"7-5, 6-3",Paris,Clay,40/69 (58%),43/76 (57%),25/40 (63%),23/43 (53%),14/29 (48%),13/33 (39%),6/14 (43%),4/11 (36%),40/76 (53%),30/69 (43%),79/145 (54%),66/145 (46%),8,4,0,2,Italy,"30.12.91, 23 years",-,-,-,-,37,1300,1.117.108 $,Germany,"08.08.87, 27 years",-,-,-,-,73,754,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,female,Flavia Pennetta,Magdalena Rybarikova,"6-2, 6-0",Paris,Clay,31/50 (62%),19/37 (51%),22/31 (71%),6/19 (32%),9/19 (47%),5/18 (28%),6/8 (75%),1/5 (20%),26/37 (70%),19/50 (38%),57/87 (66%),30/87 (34%),1,4,2,0,Italy,"25.02.82, 33 years",172 cm,58 kg,2000,Right-handed,28,1731,9.791.881 $,Slovakia,"04.10.88, 26 years",179 cm,63 kg,-,Right-handed,57,926,2.214.214 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,female,Garbine Muguruza,Camila Giorgi,"6-1, 6-4",Paris,Clay,23/46 (50%),46/73 (63%),17/23 (74%),24/46 (52%),11/23 (48%),8/27 (30%),6/13 (46%),2/2 (100%),41/73 (56%),18/46 (39%),69/119 (58%),50/119 (42%),4,5,2,2,Spain,"08.10.93, 21 years",-,-,-,-,20,2075,1.681.469 $,Italy,"30.12.91, 23 years",-,-,-,-,37,1300,1.117.108 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,4th round,female,Elina Svitolina,Alize Cornet,"6-2, 7-69",Paris,Clay,52/75 (69%),47/73 (64%),26/52 (50%),20/47 (43%),12/23 (52%),11/26 (42%),7/14 (50%),5/11 (45%),42/73 (58%),37/75 (49%),80/148 (54%),68/148 (46%),1,5,0,3,Ukraine,"12.09.94, 20 years",-,-,-,-,21,2045,1.112.585 $,France,"22.01.90, 25 years",171 cm,59 kg,-,-,29,1700,3.726.903 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Anna Tatishvili,Fangzhou Liu,"6-3, 7-67",Paris,Clay,47/75 (63%),66/104 (63%),32/47 (68%),40/66 (61%),11/28 (39%),13/38 (34%),5/14 (36%),3/5 (60%),51/104 (49%),32/75 (43%),94/179 (53%),85/179 (47%),5,6,2,5,USA,"03.02.90, 25 years",157 cm,45 kg,-,Right-handed,136,405,1.162.842 $,China,"12.12.95, 19 years",-,-,-,-,153,345,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,female,Petra Kvitova,Marina Erakovic,"6-4, 3-6, 6-4",Paris,Clay,71/108 (66%),72/107 (67%),44/71 (62%),46/72 (64%),14/37 (38%),13/35 (37%),6/15 (40%),6/15 (40%),48/107 (45%),50/108 (46%),106/215 (49%),109/215 (51%),3,6,3,2,Czech Republic,"08.03.90, 25 years",183 cm,71 kg,2006,Left-handed,4,6760,17.102.458 $,New Zeland,"06.03.88, 27 years",174 cm,65 kg,2006,Right-handed,80,709,1.948.234 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,female,Maria Sharapova,Vitalia Diatchenko,"6-3, 6-1",Paris,Clay,29/48 (60%),37/62 (60%),20/29 (69%),21/37 (57%),12/19 (63%),8/25 (32%),5/13 (38%),1/5 (20%),33/62 (53%),16/48 (33%),65/110 (59%),45/110 (41%),5,4,4,2,Russia,"19.04.87, 28 years",188 cm,59 kg,2001,Right-handed,2,7710,32.535.202 $,Russia,"02.08.90, 24 years",-,-,-,-,91,657,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,female,Ekaterina Makarova,Teliana Pereira,"6-2, 5-7, 6-3",Paris,Clay,65/85 (76%),79/99 (80%),43/65 (66%),41/79 (52%),12/20 (60%),12/20 (60%),5/12 (42%),3/7 (43%),46/99 (46%),30/85 (35%),101/184 (55%),83/184 (45%),,,2,2,Russia,"07.06.88, 27 years",178 cm,58 kg,2004,Left-handed,9,3510,6.739.611 $,Brazil,"20.07.88, 26 years",-,-,-,-,76,745,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,female,Laura Pous-Tio,Grace Min,"6-3, 6-2",Paris,Clay,34/51 (67%),51/67 (76%),22/34 (65%),24/51 (47%),9/17 (53%),7/16 (44%),6/13 (46%),2/4 (50%),36/67 (54%),20/51 (39%),67/118 (57%),51/118 (43%),1,0,2,0,Spain,"01.10.84, 30 years",173 cm,64 kg,2003,Right-handed,207,245,-,USA,"06.05.94, 21 years",-,-,-,-,133,415,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Andrea Hlavackova,Kristina Kucova,"6-3, 6-0",Paris,Clay,21/38 (55%),32/49 (65%),15/21 (71%),14/32 (44%),9/17 (53%),2/17 (12%),7/10 (70%),2/2 (100%),33/49 (67%),14/38 (37%),57/87 (66%),30/87 (34%),1,4,1,0,Czech Republic,"10.08.86, 28 years",-,-,-,-,190,275,2.753.647 $,Slovakia,"23.05.90, 25 years",-,-,-,-,121,461,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Grace Min,Harmony Tan,"6-0, 6-1",Paris,Clay,28/43 (65%),18/33 (55%),20/28 (71%),6/18 (33%),10/15 (67%),4/15 (27%),-,-,23/33 (70%),13/43 (30%),53/76 (70%),23/76 (30%),1,2,,,USA,"06.05.94, 21 years",-,-,-,-,133,415,-,France,"11.09.97, 17 years",-,-,-,-,408,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,1st round,female,Andrea Hlavackova/Lucie Hradecka,Vera Dushevina/Maria-Jose Martinez Sanchez,"6-3, 6-4",Paris,Clay,49/80 (61%),40/56 (71%),34/49 (69%),25/40 (63%),16/31 (52%),6/16 (38%),3/10 (30%),1/8 (13%),25/56 (45%),30/80 (38%),75/136 (55%),61/136 (45%),4,1,6,0,Czech Republic,"10.08.86, 28 years",-,-,-,-,-,-,-,Czech Republic,"21.05.85, 30 years",176 cm,65 kg,-,Right-handed,-,-,-,Russia,"06.10.86, 28 years",180 cm,73 kg,2003,Right-handed,-,-,-,Spain,"12.08.82, 32 years",-,-,-,-,-,-,-
28.05.15,1st round,female,Alla Kudryavtseva/Anastasia Pavlyuchenkova,Sabine Lisicki/Andrea Petkovic,"7-5, 7-5",Paris,Clay,57/78 (73%),43/78 (55%),31/57 (54%),22/43 (51%),12/21 (57%),15/35 (43%),7/10 (70%),5/8 (63%),41/78 (53%),35/78 (45%),84/156 (54%),72/156 (46%),1,4,0,3,Russia,"03.11.87, 27 years",178 cm,70 kg,2005,Right-handed,-,-,-,Russia,"03.07.91, 23 years",176 cm,68 kg,2005,Right-handed,-,-,-,Germany,"22.09.89, 25 years",-,-,-,-,-,-,-,Germany,"09.09.87, 27 years",180 cm,69 kg,2006,Right-handed,-,-,-
01.06.15,3rd round,female,Michaella Krajicek/Barbora Strycova,Daniela Hantuchova/Samantha Stosur,"6-4, 3-6, 6-2",Paris,Clay,64/93 (69%),66/95 (69%),36/64 (56%),42/66 (64%),17/29 (59%),10/29 (34%),6/12 (50%),4/12 (33%),43/95 (45%),40/93 (43%),96/188 (51%),92/188 (49%),5,2,2,0,Holland,"09.01.89, 26 years",177 cm,68 kg,2003,Right-handed,-,-,-,Czech Republic,"28.03.86, 29 years",164 cm,60 kg,-,Right-handed,-,-,-,Slovakia,"23.04.83, 32 years",181 cm,56 kg,1999,Right-handed,-,-,-,Australia,"30.03.84, 31 years",172 cm,65 kg,-,Right-handed,-,-,-
30.05.15,3rd round,female,Petra Kvitova,Irina-Camelia Begu,"6-3, 6-2",Paris,Clay,27/47 (57%),28/42 (67%),23/27 (85%),18/28 (64%),14/20 (70%),7/14 (50%),-,-,17/42 (40%),10/47 (21%),54/89 (61%),35/89 (39%),4,3,5,1,Czech Republic,"08.03.90, 25 years",183 cm,71 kg,2006,Left-handed,4,6760,17.102.458 $,Romania,"26.08.90, 24 years",-,-,-,-,30,1536,1.361.021 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,female,Heather Watson,Mathilde Johansson,"6-4, 7-5",Paris,Clay,47/71 (66%),30/61 (49%),28/47 (60%),19/30 (63%),10/24 (42%),8/31 (26%),7/9 (78%),5/8 (63%),34/61 (56%),33/71 (46%),72/132 (55%),60/132 (45%),2,4,2,3,United Kingdom,"19.05.92, 23 years",-,-,-,-,45,1109,1.209.089 $,France,"28.04.85, 30 years",173 cm,56 kg,-,Right-handed,228,209,1.340.510 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,female,Annika Beck,Paula Kania,"6-2, 6-2",Paris,Clay,42/54 (78%),32/57 (56%),30/42 (71%),17/32 (53%),4/12 (33%),9/25 (36%),5/11 (45%),1/2 (50%),31/57 (54%),20/54 (37%),65/111 (59%),46/111 (41%),1,6,0,2,Germany,"16.02.94, 21 years",-,-,-,-,83,688,-,Poland,"06.11.92, 22 years",-,-,-,-,160,326,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
04.06.15,1/2,female,Lucie Safarova,Ana Ivanovic,"7-5, 7-5",Paris,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Czech Republic,"04.02.87, 28 years",177 cm,64 kg,2002,Left-handed,13,2995,5.657.303 $,Serbia,"06.11.87, 27 years",183 cm,73 kg,2003,Right-handed,7,3655,13.095.256 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Anett Kontaveit,Katerina Stewart,"6-3, 7-63",Paris,Clay,46/71 (65%),50/72 (69%),31/46 (67%),26/50 (52%),12/25 (48%),9/22 (41%),5/10 (50%),4/6 (67%),37/72 (51%),28/71 (39%),80/143 (56%),63/143 (44%),3,2,2,0,Estonia,"24.12.95, 19 years",-,-,-,-,185,280,-,USA,"17.07.97, 17 years",-,-,-,-,162,324,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,female,Elina Svitolina,Yanina Wickmayer,"6-2, 6-2",Paris,Clay,29/47 (62%),36/53 (68%),23/29 (79%),16/36 (44%),9/18 (50%),8/17 (47%),5/9 (56%),1/2 (50%),29/53 (55%),15/47 (32%),61/100 (61%),39/100 (39%),2,2,1,0,Ukraine,"12.09.94, 20 years",-,-,-,-,21,2045,1.112.585 $,Belgium,"20.10.89, 25 years",180 cm,66 kg,-,Right-handed,78,723,3.261.569 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30.05.15,3rd round,female,Sloane Stephens,Tsvetana Pironkova,"6-4, 6-1",Paris,Clay,34/49 (69%),26/59 (44%),19/34 (56%),11/26 (42%),8/15 (53%),10/33 (30%),7/11 (64%),3/5 (60%),38/59 (64%),22/49 (45%),65/108 (60%),43/108 (40%),2,1,1,1,USA,"20.03.93, 22 years",-,-,-,-,40,1250,2.863.181 $,Bulgaria,"13.09.87, 27 years",180 cm,65 kg,-,Right-handed,49,1007,3.194.564 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,female,Lourdes Dominguez-Lino,Christina Mchale,"3-6, 7-64, 6-4",Paris,Clay,67/94 (71%),62/108 (57%),43/67 (64%),40/62 (65%),13/27 (48%),20/46 (43%),5/11 (45%),5/13 (38%),48/108 (44%),38/94 (40%),104/202 (51%),98/202 (49%),0,6,1,2,Spain,"31.03.81, 34 years",163 cm,60 kg,-,Right-handed,114,509,2.136.453 $,USA,"11.05.92, 23 years",-,-,-,-,66,848,1.765.717 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29.05.15,3rd round,female,Ana Ivanovic,Donna Vekic,"6-0, 6-3",Paris,Clay,30/47 (64%),26/40 (65%),20/30 (67%),14/26 (54%),10/17 (59%),4/14 (29%),5/7 (71%),1/3 (33%),22/40 (55%),17/47 (36%),52/87 (60%),35/87 (40%),2,5,3,1,Serbia,"06.11.87, 27 years",183 cm,73 kg,2003,Right-handed,7,3655,13.095.256 $,Croatia,"28.06.96, 18 years",-,-,-,-,165,317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Teliana Pereira,Stephanie Foretz,"7-5, 6-1",Paris,Clay,39/51 (76%),34/68 (50%),30/39 (77%),17/34 (50%),6/12 (50%),16/34 (47%),5/9 (56%),1/6 (17%),35/68 (51%),15/51 (29%),71/119 (60%),48/119 (40%),0,2,0,1,Brazil,"20.07.88, 26 years",-,-,-,-,76,745,-,France,"03.05.81, 34 years",166 cm,60 kg,-,Right-handed,194,269,1.758.372 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,female,Sara Errani,Alison Riske,"7-61, 2-6, 6-0",Paris,Clay,76/93 (82%),58/84 (69%),50/76 (66%),32/58 (55%),6/17 (35%),10/26 (38%),5/10 (50%),4/12 (33%),42/84 (50%),37/93 (40%),98/177 (55%),79/177 (45%),1,2,,,Italy,"29.04.87, 28 years",165 cm,61 kg,-,Right-handed,17,2140,10.442.818 $,USA,"03.07.90, 24 years",-,-,-,-,47,1105,1.211.816 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,female,Bojana Jovanovski,Lesya Tsurenko,"1-6, 6-1, 6-0",Paris,Clay,41/68 (60%),38/63 (60%),26/41 (63%),18/38 (47%),15/27 (56%),12/25 (48%),6/8 (75%),3/7 (43%),33/63 (52%),27/68 (40%),74/131 (56%),57/131 (44%),2,4,1,3,Serbia,"31.12.91, 23 years",-,-,-,-,60,906,1.703.651 $,Ukraine,"30.05.89, 26 years",-,-,-,-,64,877,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,1st round,female,Madison Brengle/Tatjana Maria,Yafan Wang/Yanina Wickmayer,"6-3, 6-4",Paris,Clay,35/47 (74%),43/66 (65%),23/35 (66%),21/43 (49%),5/12 (42%),8/23 (35%),6/12 (50%),3/4 (75%),37/66 (56%),19/47 (40%),65/113 (58%),48/113 (42%),0,4,4,0,USA,"03.04.90, 25 years",163 cm,60 kg,-,Right-handed,-,-,-,Germany,"08.08.87, 27 years",-,-,-,-,-,-,-,China,"30.04.94, 21 years",-,-,-,-,-,-,-,Belgium,"20.10.89, 25 years",180 cm,66 kg,-,Right-handed,-,-,-
20.05.15,q 1,female,Olivia Rogowska,Aliaksandra Sasnovich,"6-2, 6-3",Paris,Clay,30/52 (58%),40/61 (66%),19/30 (63%),18/40 (45%),13/22 (59%),9/21 (43%),6/16 (38%),2/6 (33%),34/61 (56%),20/52 (38%),66/113 (58%),47/113 (42%),1,2,3,2,Australia,"07.06.91, 24 years",-,-,-,-,200,261,-,Belarus,"22.03.94, 21 years",-,-,-,-,127,431,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,1st round,female,Karolina Pliskova/Kristyna Pliskova,Jarmila Gajdosova/Ajla Tomljanovic,"6-3, 7-65",Paris,Clay,59/79 (75%),40/67 (60%),41/59 (69%),27/40 (68%),9/20 (45%),13/27 (48%),3/7 (43%),2/11 (18%),27/67 (40%),29/79 (37%),77/146 (53%),69/146 (47%),5,4,16,7,Czech Republic,"21.03.92, 23 years",-,-,-,-,-,-,-,Czech Republic,"21.03.92, 23 years",-,-,-,-,-,-,-,Australia,"26.04.87, 28 years",173 cm,64 kg,2005,Right-handed,-,-,-,Croatia,"07.05.93, 22 years",-,-,-,-,-,-,-
20.05.15,q 1,female,Renata Voracova,Alexandra Panova,"7-63, 6-2",Paris,Clay,51/70 (73%),33/68 (49%),34/51 (67%),20/33 (61%),8/19 (42%),13/35 (37%),5/8 (63%),3/3 (100%),35/68 (51%),28/70 (40%),77/138 (56%),61/138 (44%),3,4,1,3,Czech Republic,"06.10.83, 31 years",176 cm,62 kg,-,Right-handed,186,278,1.202.499 $,Russia,"02.03.89, 26 years",-,-,-,-,149,362,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,female,Margarita Gasparyan,Kai-Lin Zhang,"6-1, 6-0",Paris,Clay,20/32 (63%),22/41 (54%),18/20 (90%),8/22 (36%),7/12 (58%),5/19 (26%),6/8 (75%),0/2 (0%),28/41 (68%),7/32 (22%),53/73 (73%),20/73 (27%),1,5,2,0,Russia,"01.09.94, 20 years",-,-,-,-,116,476,-,China,"28.01.90, 25 years",-,-,-,-,151,348,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22.05.15,qual.,female,Teliana Pereira,Laura Pous-Tio,"3-6, 6-0, 7-5",Paris,Clay,70/86 (81%),46/74 (62%),34/70 (49%),17/46 (37%),7/16 (44%),11/28 (39%),10/14 (71%),7/14 (50%),46/74 (62%),45/86 (52%),87/160 (54%),73/160 (46%),3,1,1,0,Brazil,"20.07.88, 26 years",-,-,-,-,76,745,-,Spain,"01.10.84, 30 years",173 cm,64 kg,2003,Right-handed,207,245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,3rd round,female,Silvia Soler-Espinosa/Maria-Teresa Torro-Flor,Yung-Jan Chan/Jie Zheng,"4-6, 6-4, 7-66",Paris,Clay,102/126 (81%),83/107 (78%),54/102 (53%),43/83 (52%),13/24 (54%),11/24 (46%),8/16 (50%),8/18 (44%),53/107 (50%),59/126 (47%),120/233 (52%),113/233 (48%),2,3,,,Spain,"19.11.87, 27 years",-,-,-,-,-,-,-,Spain,"02.05.92, 23 years",-,-,-,-,-,-,-,Taipei (CHN),"17.08.89, 25 years",-,-,-,-,-,-,-,China,"05.07.83, 31 years",164 cm,57 kg,2003,-,-,-,-
28.05.15,2nd round,female,Julia Goerges,Caroline Wozniacki,"6-4, 7-64",Paris,Clay,53/80 (66%),47/68 (69%),32/53 (60%),26/47 (55%),14/27 (52%),10/21 (48%),4/5 (80%),3/13 (23%),32/68 (47%),34/80 (43%),78/148 (53%),70/148 (47%),2,3,3,0,Germany,"02.11.88, 26 years",178 cm,66 kg,-,Right-handed,72,792,3.403.056 $,Denmark,"11.07.90, 24 years",177 cm,58 kg,2005,Right-handed,5,4940,19.322.865 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Mohit Mayur Jayaprakash,Rashein Samuel,"6-4, 7-5",India F7,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,India,"14.09.93, 21 years",-,-,-,-,778,26,11.956 $,India,"03.08.92, 22 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,male,Tim Sandkaulen,Quentin Folliot,"6-2, 6-4",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Germany,"29.12.97, 17 years",-,-,-,-,-,-,140 $,France,"31.12.98, 16 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Alexa Glatch,Olga Govortsova,"6-2, 4-6, 8-6",Paris,Clay,69/112 (62%),52/90 (58%),38/69 (55%),34/52 (65%),24/43 (56%),18/38 (47%),7/11 (64%),5/10 (50%),38/90 (42%),50/112 (45%),100/202 (50%),102/202 (50%),2,3,6,3,USA,"10.09.89, 25 years",-,-,-,-,187,278,-,Belarus,"23.08.88, 26 years",182 cm,67 kg,-,Right-handed,124,439,2.456.783 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,female,Julia Goerges,Coco Vandeweghe,"6-2, 5-7, 6-1",Paris,Clay,56/94 (60%),48/74 (65%),44/56 (79%),32/48 (67%),18/38 (47%),15/26 (58%),4/11 (36%),1/5 (20%),27/74 (36%),32/94 (34%),89/168 (53%),79/168 (47%),2,2,6,5,Germany,"02.11.88, 26 years",178 cm,66 kg,-,Right-handed,72,792,3.403.056 $,USA,"06.12.91, 23 years",-,-,-,-,33,1368,1.190.376 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,female,Madison Keys,Varvara Lepchenko,"7-63, 6-3",Paris,Clay,44/69 (64%),48/67 (72%),30/44 (68%),28/48 (58%),13/25 (52%),7/19 (37%),4/5 (80%),3/4 (75%),32/67 (48%),26/69 (38%),75/136 (55%),61/136 (45%),1,3,8,1,USA,"17.02.95, 20 years",-,-,-,-,16,2275,1.232.837 $,USA,"21.05.86, 29 years",180 cm,72 kg,-,Left-handed,34,1345,2.551.810 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,1st round,female,Alize Cornet/Magda Linette,Shuko Aoyama/Renata Voracova,"6-71, 7-5, 6-2",Paris,Clay,83/115 (72%),68/105 (65%),42/83 (51%),34/68 (50%),16/32 (50%),14/37 (38%),10/17 (59%),7/16 (44%),57/105 (54%),57/115 (50%),115/220 (52%),105/220 (48%),6,5,1,0,France,"22.01.90, 25 years",171 cm,59 kg,-,-,-,-,-,Poland,"12.02.92, 23 years",-,-,-,-,-,-,-,Japan,"19.12.87, 27 years",-,-,-,-,-,-,-,Czech Republic,"06.10.83, 31 years",176 cm,62 kg,-,Right-handed,-,-,-
