03.06.15,1/4,male,Nicholas Monroe/Artem Sitak,Norbert Gombos/Adam Pavlasek,"2-6, 6-4, 12-10",Prostejov Challenger,Clay,39/60 (65%),37/59 (63%),26/39 (67%),25/37 (68%),10/21 (48%),14/22 (64%),2/4 (50%),3/6 (50%),20/59 (34%),24/60 (40%),56/119 (47%),63/119 (53%),3,4,3,1,USA,"12.04.82, 33 years",-,-,-,-,-,-,-,New Zeland,"08.02.86, 29 years",180 cm,71 kg,-,Right-handed,-,-,-,Slovakia,"13.08.90, 24 years",-,-,-,-,-,-,-,Czech Republic,"08.10.94, 20 years",-,-,-,-,-,-,-
01.01.70,q 2,male,Andriej Kapas,Igor Zelenay,"7-64, 6-4",Prostejov Challenger,Clay,44/81 (54%),48/82 (59%),33/44 (75%),32/48 (67%),19/37 (51%),16/34 (47%),3/8 (38%),2/9 (22%),34/82 (41%),29/81 (36%),86/163 (53%),77/163 (47%),5,8,0,6,Poland,"11.08.89, 25 years",-,-,-,-,360,126,71.699 $,Slovakia,"02.10.82, 32 years",-,-,-,-,393,76,495.243 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,q 1,male,Pavel Staubert,Mateusz Kowalczyk,7-5 retired Mateusz Kowalczyk,Prostejov Challenger,Clay,21/41 (51%),14/35 (40%),16/21 (76%),9/14 (64%),9/20 (45%),11/21 (52%),2/3 (67%),1/7 (14%),15/35 (43%),16/41 (39%),40/76 (53%),36/76 (47%),4,2,0,4,Czech Republic,"11.01.96, 19 years",-,-,-,-,-,-,4.425 $,Poland,"03.05.87, 28 years",-,-,-,-,866,14,199.107 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,qual.,male,Nikola Mektic,Marek Michalicka,"6-3, 6-4",Prostejov Challenger,Clay,42/67 (63%),32/61 (52%),29/42 (69%),23/32 (72%),12/25 (48%),13/29 (45%),3/7 (43%),1/5 (20%),25/61 (41%),26/67 (39%),66/128 (52%),62/128 (48%),2,1,2,2,Croatia,"24.12.88, 26 years",180 cm,70 kg,-,Right-handed,361,126,241.408 $,Czech Republic,"23.12.86, 28 years",-,-,-,-,298,156,76.799 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,female,Angelique Kerber,Ajla Tomljanovic,"6-3, 6-2",Paris,Clay,28/51 (55%),38/60 (63%),18/28 (64%),19/38 (50%),11/23 (48%),7/22 (32%),6/15 (40%),2/7 (29%),34/60 (57%),22/51 (43%),63/111 (57%),48/111 (43%),2,0,2,3,Germany,"18.01.88, 27 years",173 cm,68 kg,-,Left-handed,11,3230,7.287.122 $,Croatia,"07.05.93, 22 years",-,-,-,-,58,925,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,1/4,female,Andrea Hlavackova/Lucie Hradecka,Su-Wei Hsieh/Flavia Pennetta,"7-5, 3-6, 7-5",Paris,Clay,74/108 (69%),82/106 (77%),42/74 (57%),46/82 (56%),14/34 (41%),7/24 (29%),8/16 (50%),8/12 (67%),53/106 (50%),52/108 (48%),109/214 (51%),105/214 (49%),4,3,1,0,Czech Republic,"10.08.86, 28 years",-,-,-,-,-,-,-,Czech Republic,"21.05.85, 30 years",176 cm,65 kg,-,Right-handed,-,-,-,Taipei (CHN),"04.01.86, 29 years",169 cm,57 kg,-,Right-handed,-,-,-,Italy,"25.02.82, 33 years",172 cm,58 kg,2000,Right-handed,-,-,-
04.06.15,1/4,male,Laslo Djere,Dusan Lajovic,"4-6, 6-4, 6-2",Prostejov Challenger,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serbia,"02.06.95, 20 years",-,-,-,-,247,200,29.668 $,Serbia,"30.06.90, 24 years",-,-,-,-,67,730,794.734 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,female,Irina-Camelia Begu,Ana Konjuh,"6-2, 6-0",Paris,Clay,34/51 (67%),26/44 (59%),25/34 (74%),14/26 (54%),11/17 (65%),5/18 (28%),5/9 (56%),0/4 (0%),25/44 (57%),15/51 (29%),61/95 (64%),34/95 (36%),1,3,3,4,Romania,"26.08.90, 24 years",-,-,-,-,30,1536,1.361.021 $,Croatia,"27.12.97, 17 years",-,-,-,-,94,643,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,4th round,female,Serena Williams,Sloane Stephens,"1-6, 7-5, 6-3",Paris,Clay,61/96 (64%),50/91 (55%),41/61 (67%),31/50 (62%),15/35 (43%),23/41 (56%),4/11 (36%),4/8 (50%),37/91 (41%),40/96 (42%),93/187 (50%),94/187 (50%),4,2,7,3,USA,"26.09.81, 33 years",175 cm,61 kg,1995,Right-handed,1,9361,63.500.779 $,USA,"20.03.93, 22 years",-,-,-,-,40,1250,2.863.181 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,female,Jessica Pegula,Victoria Kan,"7-64, 6-2",Paris,Clay,38/60 (63%),37/76 (49%),21/38 (55%),19/37 (51%),11/22 (50%),14/39 (36%),6/10 (60%),4/6 (67%),43/76 (57%),28/60 (47%),75/136 (55%),61/136 (45%),2,2,2,0,USA,"24.02.94, 21 years",-,-,-,-,382,87,-,Russia,"03.08.95, 19 years",-,-,-,-,326,113,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,female,Petra Martic,Yung-Jan Chan,"6-4, 6-2",Paris,Clay,43/62 (69%),44/58 (76%),30/43 (70%),19/44 (43%),8/19 (42%),8/14 (57%),5/8 (63%),2/9 (22%),31/58 (53%),24/62 (39%),69/120 (58%),51/120 (43%),2,2,3,0,Croatia,"19.01.91, 24 years",-,-,-,-,158,330,1.413.278 $,Taipei (CHN),"17.08.89, 25 years",-,-,-,-,230,201,2.271.231 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,male,Filippo Mora,Mattia Rossi,"6-1, 6-4",Italy F12,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Italy,"12.03.98, 17 years",-,-,-,-,-,-,36 $,Italy,"13.01.97, 18 years",-,-,-,-,-,-,64 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,female,Lucie Safarova,Anastasia Pavlyuchenkova,"7-66, 7-69",Paris,Clay,66/105 (63%),50/100 (50%),46/66 (70%),30/50 (60%),14/39 (36%),24/50 (48%),4/7 (57%),4/10 (40%),46/100 (46%),45/105 (43%),106/205 (52%),99/205 (48%),9,7,8,5,Czech Republic,"04.02.87, 28 years",177 cm,64 kg,2002,Left-handed,13,2995,5.657.303 $,Russia,"03.07.91, 23 years",176 cm,68 kg,2005,Right-handed,39,1261,4.630.615 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Lorenzo Sonego,Justin S. Shane,"6-4, 6-4",Italy F12,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Italy,"11.05.95, 20 years",-,-,-,-,695,34,2.839 $,USA,"06.03.92, 23 years",-,-,-,-,-,-,3.544 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,q 2,male,Maxime Teixeira,Vaclav Safranek,"6-4, 6-70, 6-1",Prostejov Challenger,Clay,65/103 (63%),61/99 (62%),43/65 (66%),30/61 (49%),15/38 (39%),18/38 (47%),8/15 (53%),4/17 (24%),51/99 (52%),45/103 (44%),109/202 (54%),93/202 (46%),11,2,1,3,France,"18.01.89, 26 years",-,-,-,-,367,123,285.412 $,Czech Republic,"20.05.94, 21 years",-,-,-,-,480,76,15.473 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,2nd round,male,Takanyi Garanganga,Filippo Mora,"6-3, 6-0",Italy F12,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe,"06.09.90, 24 years",183 cm,77 kg,-,Right-handed,416,103,57.339 $,Italy,"12.03.98, 17 years",-,-,-,-,-,-,36 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,1st round,female,Caroline Garcia/Katarina Srebotnik,Bojana Jovanovski/Chen Liang,"6-2, 6-2",Paris,Clay,32/49 (65%),27/45 (60%),22/32 (69%),13/27 (48%),11/17 (65%),7/18 (39%),5/5 (100%),1/3 (33%),25/45 (56%),16/49 (33%),58/94 (62%),36/94 (38%),1,4,2,2,France,"16.10.93, 21 years",-,-,-,-,-,-,-,Slovenia,"12.03.81, 34 years",180 cm,65 kg,-,Right-handed,-,-,-,Serbia,"31.12.91, 23 years",-,-,-,-,-,-,-,China,"25.02.89, 26 years",-,-,-,-,-,-,-
31.05.15,3rd round,female,Andrea Hlavackova/Lucie Hradecka,Hao-Ching Chan/Anabel Medina Garrigues,"7-65, 6-2",Paris,Clay,50/74 (68%),53/86 (62%),34/50 (68%),30/53 (57%),9/24 (38%),12/33 (36%),5/9 (56%),3/5 (60%),44/86 (51%),31/74 (42%),87/160 (54%),73/160 (46%),3,4,2,0,Czech Republic,"10.08.86, 28 years",-,-,-,-,-,-,-,Czech Republic,"21.05.85, 30 years",176 cm,65 kg,-,Right-handed,-,-,-,Taipei (CHN),"19.09.93, 21 years",-,-,-,-,-,-,-,Spain,"31.07.82, 32 years",169 cm,59 kg,1998,Right-handed,-,-,-
03.06.15,2nd round,male,Hassan Ndayishimiye,Lloyd Segal,"6-1, 6-1",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Burundi,"12.08.94, 20 years",-,-,-,-,885,17,12.396 $,JAR,"17.05.95, 20 years",-,-,-,-,-,-,738 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Luis Britto,Isac Jorge Nancha,"6-0, 6-0",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Brazil,"23.06.93, 21 years",-,-,-,-,-,-,2.966 $,Mozambique,"16.06.85, 29 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,1st round,male,Frederico Ferreira Silva,Stefan Vujic,"6-2, 6-4",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Portugal,"18.03.95, 20 years",-,-,-,-,275,178,31.214 $,Australia,"31.03.98, 17 years",-,-,-,-,-,-,36 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,female,Madison Keys,Belinda Bencic,"6-0, 6-3",Paris,Clay,32/49 (65%),28/52 (54%),26/32 (81%),14/28 (50%),6/17 (35%),9/24 (38%),5/11 (45%),1/5 (20%),29/52 (56%),17/49 (35%),61/101 (60%),40/101 (40%),1,4,7,0,USA,"17.02.95, 20 years",-,-,-,-,16,2275,1.232.837 $,Switzerland,"10.03.97, 18 years",-,-,-,-,35,1320,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Clothilde De Bernardi,Michelle Larcher De Brito,"4-6, 6-2, 6-4",Paris,Clay,50/79 (63%),64/114 (56%),29/50 (58%),32/64 (50%),14/29 (48%),23/50 (46%),8/21 (38%),6/8 (75%),59/114 (52%),36/79 (46%),102/193 (53%),91/193 (47%),8,11,1,2,France,"16.11.94, 20 years",-,-,-,-,314,122,-,Portugal,"29.01.93, 22 years",165 cm,45 kg,-,Right-handed,126,434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,male,Lloyd George Muirhead Harris,Agustin Moyano,"6-1, 6-0",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JAR,"24.02.97, 18 years",-,-,-,-,-,-,208 $,Argentina,"07.11.90, 24 years",-,-,-,-,-,-,2.184 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,female,Maria Patrascu,Ivania Martinich,"6-0, 6-2",Manzanillo,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Canada,"19.01.97, 18 years",-,-,-,-,-,-,-,Chile,"25.07.95, 19 years",-,-,-,-,766,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Veronica Cepede Royg,Catherine Cartan Bellis,"6-4, 6-0",Paris,Clay,25/44 (57%),38/54 (70%),17/25 (68%),16/38 (42%),12/19 (63%),6/16 (38%),6/10 (60%),2/3 (67%),32/54 (59%),15/44 (34%),61/98 (62%),37/98 (38%),1,2,3,0,Paraguay,"21.01.92, 23 years",-,-,-,-,173,300,-,USA,"08.04.99, 16 years",-,-,-,-,169,304,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Ons Jabeur,Ysaline Bonaventure,"6-3, 6-2",Paris,Clay,34/57 (60%),31/58 (53%),26/34 (76%),21/31 (68%),13/23 (57%),11/27 (41%),3/6 (50%),0/3 (0%),26/58 (45%),18/57 (32%),65/115 (57%),50/115 (43%),3,5,3,0,Tunisia,"28.08.94, 20 years",-,-,-,-,129,420,-,Belgium,"29.08.94, 20 years",-,-,-,-,189,276,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Lourdes Dominguez-Lino,Misa Eguchi,"6-0, 6-4",Paris,Clay,38/57 (67%),37/51 (73%),20/38 (53%),16/37 (43%),13/19 (68%),4/14 (29%),6/11 (55%),2/5 (40%),31/51 (61%),24/57 (42%),64/108 (59%),44/108 (41%),0,6,,,Spain,"31.03.81, 34 years",163 cm,60 kg,-,Right-handed,114,509,2.136.453 $,Japan,"18.04.92, 23 years",-,-,-,-,148,365,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Abdullah Maqdas,Marko Jovanovic,"6-0, 6-2",Lebanon F1,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Kuwait,"31.03.87, 28 years",-,-,-,-,887,16,38.562 $,Australia,"06.05.95, 20 years",-,-,-,-,-,-,284 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,1/4,female,Serena Williams,Sara Errani,"6-1, 6-3",Paris,Clay,29/50 (58%),48/54 (89%),21/29 (72%),22/48 (46%),11/21 (52%),2/6 (33%),5/8 (63%),1/3 (33%),30/54 (56%),18/50 (36%),62/104 (60%),42/104 (40%),2,0,10,0,USA,"26.09.81, 33 years",175 cm,61 kg,1995,Right-handed,1,9361,63.500.779 $,Italy,"29.04.87, 28 years",165 cm,61 kg,-,Right-handed,17,2140,10.442.818 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22.05.15,qual.,female,Margarita Gasparyan,Maryna Zanevska,"6-3, 6-75, 6-4",Paris,Clay,77/118 (65%),53/94 (56%),52/77 (68%),33/53 (62%),19/41 (46%),19/41 (46%),6/11 (55%),4/11 (36%),42/94 (45%),47/118 (40%),113/212 (53%),99/212 (47%),5,4,2,2,Russia,"01.09.94, 20 years",-,-,-,-,116,476,-,Ukraine,"24.08.93, 21 years",-,-,-,-,140,396,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,male,Yunseong Chung,Marc Polmans,"6-2, 6-3",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Republic of Korea,"27.03.98, 17 years",-,-,-,-,-,-,1.522 $,Australia,"02.05.97, 18 years",-,-,-,-,863,18,8.770 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,2nd round,male,Manuel Pena Lopez,Viktor Durasovic,"4-6, 7-5, 7-5",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Argentina,"10.02.98, 17 years",-,-,-,-,-,-,1.777 $,Norway,"19.03.97, 18 years",-,-,-,-,465,80,3.644 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,female,Misaki Doi,Petra Cetkovska,"6-3, 6-2",Paris,Clay,36/70 (51%),35/53 (66%),25/36 (69%),21/35 (60%),18/34 (53%),5/18 (28%),4/9 (44%),1/6 (17%),27/53 (51%),27/70 (39%),70/123 (57%),53/123 (43%),2,8,2,1,Japan,"29.04.91, 24 years",-,-,-,-,103,576,-,Czech Republic,"08.02.85, 30 years",172 cm,64 kg,-,Right-handed,147,365,1.752.744 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,male,Sasi Kumar Mukund,Dalwinder Singh,"6-3, 6-2",India F7,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,India,"14.01.97, 18 years",-,-,-,-,767,27,6.074 $,India,"25.04.96, 19 years",-,-,-,-,-,-,208 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Santiago Giraldo,Marius Copil,"7-64, 6-2",Prostejov Challenger,Clay,48/59 (81%),38/72 (53%),32/48 (67%),21/38 (55%),8/11 (73%),19/34 (56%),4/6 (67%),2/2 (100%),32/72 (44%),19/59 (32%),72/131 (55%),59/131 (45%),0,3,1,6,Colombia,"27.11.87, 27 years",185 cm,70 kg,2006,Right-handed,64,755,3.069.443 $,Romania,"17.10.90, 24 years",-,-,-,-,202,238,462.293 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
04.06.15,2nd round,male,Danilo Petrovic,Josko Topic,"3-6, 6-2, 6-3",Bosnia &,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serbia,"24.01.92, 23 years",-,-,-,-,445,90,42.579 $,Croatia,"08.12.83, 31 years",-,-,-,-,790,25,42.459 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Jessica Pegula,Yuliya Beygelzimer,"6-4, 6-3",Paris,Clay,46/67 (69%),47/74 (64%),34/46 (74%),30/47 (64%),7/21 (33%),9/27 (33%),4/9 (44%),1/3 (33%),35/74 (47%),26/67 (39%),76/141 (54%),65/141 (46%),2,1,5,2,USA,"24.02.94, 21 years",-,-,-,-,382,87,-,Ukraine,"20.10.83, 31 years",-,-,-,-,155,336,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Sesil Karatantcheva,Elitsa Kostova,"4-6, 6-2, 6-1",Paris,Clay,44/63 (70%),56/77 (73%),34/44 (77%),33/56 (59%),8/19 (42%),7/21 (33%),7/11 (64%),3/7 (43%),37/77 (48%),21/63 (33%),79/140 (56%),61/140 (44%),3,5,1,1,Kazakhstan,"08.08.89, 25 years",173 cm,62 kg,-,Right-handed,106,565,-,Bulgaria,"10.04.90, 25 years",-,-,-,-,177,292,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,female,Teliana Pereira,Renata Voracova,"6-0, 6-4",Paris,Clay,43/58 (74%),32/47 (68%),30/43 (70%),17/32 (53%),9/15 (60%),7/15 (47%),4/4 (100%),0/4 (0%),23/47 (49%),19/58 (33%),62/105 (59%),43/105 (41%),2,1,1,0,Brazil,"20.07.88, 26 years",-,-,-,-,76,745,-,Czech Republic,"06.10.83, 31 years",176 cm,62 kg,-,Right-handed,186,278,1.202.499 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,male,Sumit Nagal,Yosuke Watanuki,"6-3, 7-5",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,India,"16.08.97, 17 years",-,-,-,-,-,-,920 $,Japan,"12.04.98, 17 years",-,-,-,-,655,39,104 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,3rd round,male,Juan Pablo Ficovich,Yunseong Chung,"7-63, 6-75, 6-3",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Argentina,"24.01.97, 18 years",-,-,-,-,687,35,7.187 $,Republic of Korea,"27.03.98, 17 years",-,-,-,-,-,-,1.522 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,2nd round,male,Corentin Denolly,Alex Rybakov,"6-2, 6-0",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,France,"06.06.97, 18 years",-,-,-,-,795,24,1.671 $,USA,"27.01.97, 18 years",-,-,-,-,-,-,1.148 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,q 1,male,Adrian Partl,Mikhail Elgin,"6-3, 3-6, 6-3",Prostejov Challenger,Clay,51/76 (67%),59/87 (68%),41/51 (80%),41/59 (69%),12/25 (48%),14/28 (50%),3/9 (33%),2/3 (67%),32/87 (37%),23/76 (30%),85/163 (52%),78/163 (48%),3,4,9,6,Slovakia,"13.11.93, 21 years",-,-,-,-,455,86,22.816 $,Russia,"14.10.81, 33 years",183 cm,78 kg,1999,Right-handed,494,71,658.236 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,q 2,male,Nikola Mektic,Jakub Novak,"6-3, 6-3",Prostejov Challenger,Clay,24/44 (55%),22/49 (45%),19/24 (79%),14/22 (64%),14/20 (70%),12/27 (44%),4/5 (80%),1/1 (100%),23/49 (47%),11/44 (25%),56/93 (60%),37/93 (40%),2,5,1,2,Croatia,"24.12.88, 26 years",180 cm,70 kg,-,Right-handed,361,126,241.408 $,Slovakia,"16.03.95, 20 years",-,-,-,-,-,-,140 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30.05.15,2nd round,female,Casey Dellacqua/Yaroslava Shvedova,Alize Cornet/Magda Linette,"6-2, 6-1",Paris,Clay,23/34 (68%),39/52 (75%),18/23 (78%),21/39 (54%),11/11 (100%),3/13 (23%),-,-,28/52 (54%),5/34 (15%),57/86 (66%),29/86 (34%),0,1,0,1,Australia,"11.02.85, 30 years",-,-,-,-,-,-,-,Kazakhstan,"12.09.87, 27 years",181 cm,67 kg,-,Right-handed,-,-,-,France,"22.01.90, 25 years",171 cm,59 kg,-,-,-,-,-,Poland,"12.02.92, 23 years",-,-,-,-,-,-,-
20.05.15,q 1,female,Ekaterina Bychkova,Sachia Vickery,"6-73, 6-3, 7-5",Paris,Clay,59/104 (57%),62/111 (56%),39/59 (66%),37/62 (60%),18/45 (40%),21/49 (43%),9/15 (60%),6/15 (40%),53/111 (48%),47/104 (45%),110/215 (51%),105/215 (49%),2,5,7,3,Russia,"05.06.85, 30 years",171 cm,59 kg,-,Right-handed,205,253,-,USA,"11.05.95, 20 years",-,-,-,-,134,408,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Chloe Paquet,Lou Brouleau,"6-2, 7-5",Paris,Clay,40/67 (60%),42/79 (53%),22/40 (55%),23/42 (55%),13/27 (48%),12/37 (32%),7/17 (41%),4/6 (67%),44/79 (56%),32/67 (48%),79/146 (54%),67/146 (46%),3,16,4,0,France,"01.07.94, 20 years",-,-,-,-,344,103,-,France,"19.05.95, 20 years",-,-,-,-,391,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Dinah Pfizenmaier,Akgul Amanmuradova,"1-6, 7-5, 6-3",Paris,Clay,69/91 (76%),69/88 (78%),43/69 (62%),39/69 (57%),10/22 (45%),12/19 (63%),5/12 (42%),5/16 (31%),37/88 (42%),38/91 (42%),90/179 (50%),89/179 (50%),2,0,1,3,Germany,"13.01.92, 23 years",-,-,-,-,145,367,-,Uzbekistan,"23.06.84, 30 years",190 cm,74 kg,-,Right-handed,198,265,1.431.442 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,2nd round,male,Tommy Paul,Felipe Cunha-Silva,"6-1, 6-3",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,USA,"17.05.97, 18 years",-,-,-,-,528,63,2.410 $,Portugal,"31.03.97, 18 years",-,-,-,-,-,-,1.327 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,female,Garbine Muguruza,Petra Martic,"6-2, 7-5",Paris,Clay,32/45 (71%),33/57 (58%),29/32 (91%),22/33 (67%),11/13 (85%),10/24 (42%),-,-,25/57 (44%),5/45 (11%),65/102 (64%),37/102 (36%),0,6,4,3,Spain,"08.10.93, 21 years",-,-,-,-,20,2075,1.681.469 $,Croatia,"19.01.91, 24 years",-,-,-,-,158,330,1.413.278 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,3rd round,male,Manuel Pena Lopez,Nam Hoang Ly,"6-74, 6-3, 10-8",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Argentina,"10.02.98, 17 years",-,-,-,-,-,-,1.777 $,Vietnam,"25.02.97, 18 years",-,-,-,-,-,-,1.828 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,1st round,female,Timea Babos/Kristina Mladenovic,Marina Erakovic/Heather Watson,"6-4, 7-62",Paris,Clay,45/65 (69%),49/74 (66%),34/45 (76%),29/49 (59%),8/20 (40%),13/25 (52%),3/6 (50%),2/2 (100%),32/74 (43%),23/65 (35%),74/139 (53%),65/139 (47%),0,3,3,3,Hungary,"10.05.93, 22 years",-,-,-,-,-,-,-,France,"14.05.93, 22 years",-,-,-,-,-,-,-,New Zeland,"06.03.88, 27 years",174 cm,65 kg,2006,Right-handed,-,-,-,United Kingdom,"19.05.92, 23 years",-,-,-,-,-,-,-
28.05.15,1st round,female,Ysaline Bonaventure/Anna Schmiedlova,Raquel Kops-Jones/Abigail Spears,"6-1, 6-4",Paris,Clay,30/53 (57%),40/56 (71%),24/30 (80%),24/40 (60%),15/23 (65%),9/16 (56%),-,-,23/56 (41%),14/53 (26%),62/109 (57%),47/109 (43%),3,3,1,3,Belgium,"29.08.94, 20 years",-,-,-,-,-,-,-,Slovakia,"13.09.94, 20 years",-,-,-,-,-,-,-,USA,"08.12.82, 32 years",-,-,-,-,-,-,-,USA,"12.07.81, 33 years",175 cm,62 kg,2000,Right-handed,-,-,-
27.05.15,1st round,female,Anna-Lena Groenefeld/Alexandra Panova,Petra Martic/Coco Vandeweghe,"6-3, 6-3",Paris,Clay,36/54 (67%),40/61 (66%),28/36 (78%),27/40 (68%),12/18 (67%),8/21 (38%),3/6 (50%),0/3 (0%),26/61 (43%),14/54 (26%),66/115 (57%),49/115 (43%),1,2,1,1,Germany,"04.06.85, 30 years",180 cm,67 kg,2003,Right-handed,-,-,-,Russia,"02.03.89, 26 years",-,-,-,-,-,-,-,Croatia,"19.01.91, 24 years",-,-,-,-,-,-,-,USA,"06.12.91, 23 years",-,-,-,-,-,-,-
02.06.15,1st round,male,Johan Sebastien Tatlot,Viktor Galovic,"6-73, 6-3, 6-2",Italy F12,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,France,"26.03.96, 19 years",-,-,-,-,379,116,24.781 $,Croatia,"19.09.90, 24 years",-,-,-,-,591,49,36.921 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Trent Botha,Joshua Chetty,"6-3, 6-1",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JAR,"04.01.96, 19 years",-,-,-,-,-,-,-,JAR,"26.02.95, 20 years",-,-,-,-,-,-,1.542 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
